GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC01_MOE_VC12,Total Civilian Noninstitutionalized Population; Margin of Error; CLASS OF WORKER - Private not-for-profit wage and salary workers
HC02_EST_VC12,With a Disability; Estimate; CLASS OF WORKER - Private not-for-profit wage and salary workers
HC02_MOE_VC12,With a Disability; Margin of Error; CLASS OF WORKER - Private not-for-profit wage and salary workers
HC03_EST_VC12,No Disability; Estimate; CLASS OF WORKER - Private not-for-profit wage and salary workers
HC03_MOE_VC12,No Disability; Margin of Error; CLASS OF WORKER - Private not-for-profit wage and salary workers
HC01_EST_VC13,Total Civilian Noninstitutionalized Population; Estimate; CLASS OF WORKER - Local government workers
HC01_MOE_VC13,Total Civilian Noninstitutionalized Population; Margin of Error; CLASS OF WORKER - Local government workers
HC02_EST_VC13,With a Disability; Estimate; CLASS OF WORKER - Local government workers
HC02_MOE_VC13,With a Disability; Margin of Error; CLASS OF WORKER - Local government workers
HC03_EST_VC13,No Disability; Estimate; CLASS OF WORKER - Local government workers
HC03_MOE_VC13,No Disability; Margin of Error; CLASS OF WORKER - Local government workers
HC01_EST_VC14,Total Civilian Noninstitutionalized Population; Estimate; CLASS OF WORKER - State government workers
HC01_MOE_VC14,Total Civilian Noninstitutionalized Population; Margin of Error; CLASS OF WORKER - State government workers
HC02_EST_VC14,With a Disability; Estimate; CLASS OF WORKER - State government workers
HC02_MOE_VC14,With a Disability; Margin of Error; CLASS OF WORKER - State government workers
HC03_EST_VC14,No Disability; Estimate; CLASS OF WORKER - State government workers
HC03_MOE_VC14,No Disability; Margin of Error; CLASS OF WORKER - State government workers
HC01_EST_VC15,Total Civilian Noninstitutionalized Population; Estimate; CLASS OF WORKER - Federal government workers
HC01_MOE_VC15,Total Civilian Noninstitutionalized Population; Margin of Error; CLASS OF WORKER - Federal government workers
HC02_EST_VC15,With a Disability; Estimate; CLASS OF WORKER - Federal government workers
HC02_MOE_VC15,With a Disability; Margin of Error; CLASS OF WORKER - Federal government workers
HC03_EST_VC15,No Disability; Estimate; CLASS OF WORKER - Federal government workers
HC03_MOE_VC15,No Disability; Margin of Error; CLASS OF WORKER - Federal government workers
HC01_EST_VC16,Total Civilian Noninstitutionalized Population; Estimate; CLASS OF WORKER - Self-employed in own not incorporated business workers
HC01_MOE_VC16,Total Civilian Noninstitutionalized Population; Margin of Error; CLASS OF WORKER - Self-employed in own not incorporated business workers
HC02_EST_VC16,With a Disability; Estimate; CLASS OF WORKER - Self-employed in own not incorporated business workers
HC02_MOE_VC16,With a Disability; Margin of Error; CLASS OF WORKER - Self-employed in own not incorporated business workers
HC03_EST_VC16,No Disability; Estimate; CLASS OF WORKER - Self-employed in own not incorporated business workers
HC03_MOE_VC16,No Disability; Margin of Error; CLASS OF WORKER - Self-employed in own not incorporated business workers
HC01_EST_VC17,Total Civilian Noninstitutionalized Population; Estimate; CLASS OF WORKER - Unpaid family workers
HC01_MOE_VC17,Total Civilian Noninstitutionalized Population; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC02_EST_VC17,With a Disability; Estimate; CLASS OF WORKER - Unpaid family workers
HC02_MOE_VC17,With a Disability; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC03_EST_VC17,No Disability; Estimate; CLASS OF WORKER - Unpaid family workers
HC03_MOE_VC17,No Disability; Margin of Error; CLASS OF WORKER - Unpaid family workers
HC01_EST_VC20,"Total Civilian Noninstitutionalized Population; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC01_MOE_VC20,"Total Civilian Noninstitutionalized Population; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC02_EST_VC20,"With a Disability; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC02_MOE_VC20,"With a Disability; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC03_EST_VC20,"No Disability; Estimate; OCCUPATION - Management, business, science, and arts occupations"
HC03_MOE_VC20,"No Disability; Margin of Error; OCCUPATION - Management, business, science, and arts occupations"
HC01_EST_VC21,Total Civilian Noninstitutionalized Population; Estimate; OCCUPATION - Service occupations
HC01_MOE_VC21,Total Civilian Noninstitutionalized Population; Margin of Error; OCCUPATION - Service occupations
HC02_EST_VC21,With a Disability; Estimate; OCCUPATION - Service occupations
HC02_MOE_VC21,With a Disability; Margin of Error; OCCUPATION - Service occupations
HC03_EST_VC21,No Disability; Estimate; OCCUPATION - Service occupations
HC03_MOE_VC21,No Disability; Margin of Error; OCCUPATION - Service occupations
HC01_EST_VC22,Total Civilian Noninstitutionalized Population; Estimate; OCCUPATION - Sales and office occupations
HC01_MOE_VC22,Total Civilian Noninstitutionalized Population; Margin of Error; OCCUPATION - Sales and office occupations
HC02_EST_VC22,With a Disability; Estimate; OCCUPATION - Sales and office occupations
HC02_MOE_VC22,With a Disability; Margin of Error; OCCUPATION - Sales and office occupations
HC03_EST_VC22,No Disability; Estimate; OCCUPATION - Sales and office occupations
HC03_MOE_VC22,No Disability; Margin of Error; OCCUPATION - Sales and office occupations
HC01_EST_VC23,"Total Civilian Noninstitutionalized Population; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC01_MOE_VC23,"Total Civilian Noninstitutionalized Population; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC02_EST_VC23,"With a Disability; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC02_MOE_VC23,"With a Disability; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC03_EST_VC23,"No Disability; Estimate; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC03_MOE_VC23,"No Disability; Margin of Error; OCCUPATION - Natural resources, construction, and maintenance occupations"
HC01_EST_VC24,"Total Civilian Noninstitutionalized Population; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC01_MOE_VC24,"Total Civilian Noninstitutionalized Population; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC02_EST_VC24,"With a Disability; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC02_MOE_VC24,"With a Disability; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC03_EST_VC24,"No Disability; Estimate; OCCUPATION - Production, transportation, and material moving occupations"
HC03_MOE_VC24,"No Disability; Margin of Error; OCCUPATION - Production, transportation, and material moving occupations"
HC01_EST_VC27,"Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC01_MOE_VC27,"Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC02_EST_VC27,"With a Disability; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC02_MOE_VC27,"With a Disability; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC03_EST_VC27,"No Disability; Estimate; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC03_MOE_VC27,"No Disability; Margin of Error; INDUSTRY - Agriculture, forestry, fishing and hunting, and mining"
HC01_EST_VC28,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Construction
HC01_MOE_VC28,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Construction
HC02_EST_VC28,With a Disability; Estimate; INDUSTRY - Construction
HC02_MOE_VC28,With a Disability; Margin of Error; INDUSTRY - Construction
HC03_EST_VC28,No Disability; Estimate; INDUSTRY - Construction
HC03_MOE_VC28,No Disability; Margin of Error; INDUSTRY - Construction
HC01_EST_VC29,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Manufacturing
HC01_MOE_VC29,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Manufacturing
HC02_EST_VC29,With a Disability; Estimate; INDUSTRY - Manufacturing
HC02_MOE_VC29,With a Disability; Margin of Error; INDUSTRY - Manufacturing
HC03_EST_VC29,No Disability; Estimate; INDUSTRY - Manufacturing
HC03_MOE_VC29,No Disability; Margin of Error; INDUSTRY - Manufacturing
HC01_EST_VC30,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Wholesale trade
HC01_MOE_VC30,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Wholesale trade
HC02_EST_VC30,With a Disability; Estimate; INDUSTRY - Wholesale trade
HC02_MOE_VC30,With a Disability; Margin of Error; INDUSTRY - Wholesale trade
HC03_EST_VC30,No Disability; Estimate; INDUSTRY - Wholesale trade
HC03_MOE_VC30,No Disability; Margin of Error; INDUSTRY - Wholesale trade
HC01_EST_VC31,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Retail trade
HC01_MOE_VC31,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Retail trade
HC02_EST_VC31,With a Disability; Estimate; INDUSTRY - Retail trade
HC02_MOE_VC31,With a Disability; Margin of Error; INDUSTRY - Retail trade
HC03_EST_VC31,No Disability; Estimate; INDUSTRY - Retail trade
HC03_MOE_VC31,No Disability; Margin of Error; INDUSTRY - Retail trade
HC01_EST_VC32,"Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC01_MOE_VC32,"Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC02_EST_VC32,"With a Disability; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC02_MOE_VC32,"With a Disability; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC03_EST_VC32,"No Disability; Estimate; INDUSTRY - Transportation and warehousing, and utilities"
HC03_MOE_VC32,"No Disability; Margin of Error; INDUSTRY - Transportation and warehousing, and utilities"
HC01_EST_VC33,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Information
HC01_MOE_VC33,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Information
HC02_EST_VC33,With a Disability; Estimate; INDUSTRY - Information
HC02_MOE_VC33,With a Disability; Margin of Error; INDUSTRY - Information
HC03_EST_VC33,No Disability; Estimate; INDUSTRY - Information
HC03_MOE_VC33,No Disability; Margin of Error; INDUSTRY - Information
HC01_EST_VC34,"Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC01_MOE_VC34,"Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC02_EST_VC34,"With a Disability; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC02_MOE_VC34,"With a Disability; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC03_EST_VC34,"No Disability; Estimate; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC03_MOE_VC34,"No Disability; Margin of Error; INDUSTRY - Finance and insurance, and real estate and rental and leasing"
HC01_EST_VC35,"Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC01_MOE_VC35,"Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC02_EST_VC35,"With a Disability; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC02_MOE_VC35,"With a Disability; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC03_EST_VC35,"No Disability; Estimate; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC03_MOE_VC35,"No Disability; Margin of Error; INDUSTRY - Professional, scientific, and management, and administrative and waste management services"
HC01_EST_VC36,"Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC01_MOE_VC36,"Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC02_EST_VC36,"With a Disability; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC02_MOE_VC36,"With a Disability; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC03_EST_VC36,"No Disability; Estimate; INDUSTRY - Educational services, and health care and social assistance"
HC03_MOE_VC36,"No Disability; Margin of Error; INDUSTRY - Educational services, and health care and social assistance"
HC01_EST_VC37,"Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_MOE_VC37,"Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC02_EST_VC37,"With a Disability; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC02_MOE_VC37,"With a Disability; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_EST_VC37,"No Disability; Estimate; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC03_MOE_VC37,"No Disability; Margin of Error; INDUSTRY - Arts, entertainment, and recreation, and accommodation and food services"
HC01_EST_VC38,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Other services (except public administration)
HC01_MOE_VC38,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Other services (except public administration)
HC02_EST_VC38,With a Disability; Estimate; INDUSTRY - Other services (except public administration)
HC02_MOE_VC38,With a Disability; Margin of Error; INDUSTRY - Other services (except public administration)
HC03_EST_VC38,No Disability; Estimate; INDUSTRY - Other services (except public administration)
HC03_MOE_VC38,No Disability; Margin of Error; INDUSTRY - Other services (except public administration)
HC01_EST_VC39,Total Civilian Noninstitutionalized Population; Estimate; INDUSTRY - Public administration
HC01_MOE_VC39,Total Civilian Noninstitutionalized Population; Margin of Error; INDUSTRY - Public administration
HC02_EST_VC39,With a Disability; Estimate; INDUSTRY - Public administration
HC02_MOE_VC39,With a Disability; Margin of Error; INDUSTRY - Public administration
HC03_EST_VC39,No Disability; Estimate; INDUSTRY - Public administration
HC03_MOE_VC39,No Disability; Margin of Error; INDUSTRY - Public administration
HC01_EST_VC42,Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over
HC01_MOE_VC42,Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over
HC02_EST_VC42,With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over
HC02_MOE_VC42,With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over
HC03_EST_VC42,No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over
HC03_MOE_VC42,No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over
HC01_EST_VC43,"Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - drove alone"
HC01_MOE_VC43,"Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - drove alone"
HC02_EST_VC43,"With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - drove alone"
HC02_MOE_VC43,"With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - drove alone"
HC03_EST_VC43,"No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - drove alone"
HC03_MOE_VC43,"No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - drove alone"
HC01_EST_VC44,"Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - carpooled"
HC01_MOE_VC44,"Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - carpooled"
HC02_EST_VC44,"With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - carpooled"
HC02_MOE_VC44,"With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - carpooled"
HC03_EST_VC44,"No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - carpooled"
HC03_MOE_VC44,"No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Car, truck, or van - carpooled"
HC01_EST_VC45,Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Public transportation (excluding taxicab)
HC01_MOE_VC45,Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Public transportation (excluding taxicab)
HC02_EST_VC45,With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Public transportation (excluding taxicab)
HC02_MOE_VC45,With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Public transportation (excluding taxicab)
HC03_EST_VC45,No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Public transportation (excluding taxicab)
HC03_MOE_VC45,No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Public transportation (excluding taxicab)
HC01_EST_VC46,Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Walked
HC01_MOE_VC46,Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Walked
HC02_EST_VC46,With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Walked
HC02_MOE_VC46,With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Walked
HC03_EST_VC46,No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Walked
HC03_MOE_VC46,No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Walked
HC01_EST_VC47,"Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Taxicab, motorcycle, bicycle, or other means"
HC01_MOE_VC47,"Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Taxicab, motorcycle, bicycle, or other means"
HC02_EST_VC47,"With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Taxicab, motorcycle, bicycle, or other means"
HC02_MOE_VC47,"With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Taxicab, motorcycle, bicycle, or other means"
HC03_EST_VC47,"No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Taxicab, motorcycle, bicycle, or other means"
HC03_MOE_VC47,"No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Taxicab, motorcycle, bicycle, or other means"
HC01_EST_VC48,Total Civilian Noninstitutionalized Population; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Worked at home
HC01_MOE_VC48,Total Civilian Noninstitutionalized Population; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Worked at home
HC02_EST_VC48,With a Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Worked at home
HC02_MOE_VC48,With a Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Worked at home
HC03_EST_VC48,No Disability; Estimate; COMMUTING TO WORK - Workers Age 16 and Over - Worked at home
HC03_MOE_VC48,No Disability; Margin of Error; COMMUTING TO WORK - Workers Age 16 and Over - Worked at home
HC01_EST_VC51,Total Civilian Noninstitutionalized Population; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over
HC01_MOE_VC51,Total Civilian Noninstitutionalized Population; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over
HC02_EST_VC51,With a Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over
HC02_MOE_VC51,With a Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over
HC03_EST_VC51,No Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over
HC03_MOE_VC51,No Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over
HC01_EST_VC52,Total Civilian Noninstitutionalized Population; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Less than high school graduate
HC01_MOE_VC52,Total Civilian Noninstitutionalized Population; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Less than high school graduate
HC02_EST_VC52,With a Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Less than high school graduate
HC02_MOE_VC52,With a Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Less than high school graduate
HC03_EST_VC52,No Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Less than high school graduate
HC03_MOE_VC52,No Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Less than high school graduate
HC01_EST_VC53,Total Civilian Noninstitutionalized Population; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - High school graduate (includes equivalency)
HC01_MOE_VC53,Total Civilian Noninstitutionalized Population; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - High school graduate (includes equivalency)
HC02_EST_VC53,With a Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - High school graduate (includes equivalency)
HC02_MOE_VC53,With a Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - High school graduate (includes equivalency)
HC03_EST_VC53,No Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - High school graduate (includes equivalency)
HC03_MOE_VC53,No Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - High school graduate (includes equivalency)
HC01_EST_VC54,Total Civilian Noninstitutionalized Population; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Some college or associate's degree
HC01_MOE_VC54,Total Civilian Noninstitutionalized Population; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Some college or associate's degree
HC02_EST_VC54,With a Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Some college or associate's degree
HC02_MOE_VC54,With a Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Some college or associate's degree
HC03_EST_VC54,No Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Some college or associate's degree
HC03_MOE_VC54,No Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Some college or associate's degree
HC01_EST_VC55,Total Civilian Noninstitutionalized Population; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Bachelor's degree or higher
HC01_MOE_VC55,Total Civilian Noninstitutionalized Population; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Bachelor's degree or higher
HC02_EST_VC55,With a Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Bachelor's degree or higher
HC02_MOE_VC55,With a Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Bachelor's degree or higher
HC03_EST_VC55,No Disability; Estimate; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Bachelor's degree or higher
HC03_MOE_VC55,No Disability; Margin of Error; EDUCATIONAL ATTAINMENT - Population Age 25 and Over - Bachelor's degree or higher
HC01_EST_VC58,Total Civilian Noninstitutionalized Population; Estimate; EARNINGS IN PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS) - Population Age 16 and over with earnings
HC01_MOE_VC58,Total Civilian Noninstitutionalized Population; Margin of Error; EARNINGS IN PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS) - Population Age 16 and over with earnings
HC02_EST_VC58,With a Disability; Estimate; EARNINGS IN PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS) - Population Age 16 and over with earnings
HC02_MOE_VC58,With a Disability; Margin of Error; EARNINGS IN PAST 12 MONTHS (IN 2017 INFLATION ADJUSTED DOLLARS) - Population Age 16 and over with earnings
