GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HC03_MOE_VC05,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC04_EST_VC05,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC04_MOE_VC05,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC05_EST_VC05,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC05_MOE_VC05,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC06_EST_VC05,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC06_MOE_VC05,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $1 to $9,999 or loss"
HC01_EST_VC06,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC01_MOE_VC06,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC02_EST_VC06,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC02_MOE_VC06,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC03_EST_VC06,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC03_MOE_VC06,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC04_EST_VC06,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC04_MOE_VC06,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC05_EST_VC06,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC05_MOE_VC06,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC06_EST_VC06,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC06_MOE_VC06,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $10,000 to $14,999"
HC01_EST_VC07,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC01_MOE_VC07,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC02_EST_VC07,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC02_MOE_VC07,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC03_EST_VC07,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC03_MOE_VC07,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC04_EST_VC07,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC04_MOE_VC07,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC05_EST_VC07,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC05_MOE_VC07,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC06_EST_VC07,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC06_MOE_VC07,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $15,000 to $24,999"
HC01_EST_VC08,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC01_MOE_VC08,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC02_EST_VC08,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC02_MOE_VC08,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC03_EST_VC08,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC03_MOE_VC08,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC04_EST_VC08,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC04_MOE_VC08,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC05_EST_VC08,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC05_MOE_VC08,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC06_EST_VC08,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC06_MOE_VC08,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $25,000 to $34,999"
HC01_EST_VC09,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC01_MOE_VC09,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC02_EST_VC09,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC02_MOE_VC09,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC03_EST_VC09,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC03_MOE_VC09,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC04_EST_VC09,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC04_MOE_VC09,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC05_EST_VC09,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC05_MOE_VC09,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC06_EST_VC09,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC06_MOE_VC09,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $35,000 to $49,999"
HC01_EST_VC10,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC01_MOE_VC10,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC02_EST_VC10,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC02_MOE_VC10,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC03_EST_VC10,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC03_MOE_VC10,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC04_EST_VC10,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC04_MOE_VC10,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC05_EST_VC10,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC05_MOE_VC10,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC06_EST_VC10,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC06_MOE_VC10,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $50,000 to $64,999"
HC01_EST_VC11,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC01_MOE_VC11,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC02_EST_VC11,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC02_MOE_VC11,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC03_EST_VC11,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC03_MOE_VC11,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC04_EST_VC11,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC04_MOE_VC11,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC05_EST_VC11,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC05_MOE_VC11,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC06_EST_VC11,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC06_MOE_VC11,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $65,000 to $74,999"
HC01_EST_VC12,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC01_MOE_VC12,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC02_EST_VC12,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC02_MOE_VC12,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC03_EST_VC12,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC03_MOE_VC12,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC04_EST_VC12,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC04_MOE_VC12,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC05_EST_VC12,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC05_MOE_VC12,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC06_EST_VC12,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC06_MOE_VC12,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $75,000 to $99,999"
HC01_EST_VC13,"Total; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC01_MOE_VC13,"Total; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC02_EST_VC13,"Percent; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC02_MOE_VC13,"Percent; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC03_EST_VC13,"Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC03_MOE_VC13,"Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC04_EST_VC13,"Percent Male; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC04_MOE_VC13,"Percent Male; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC05_EST_VC13,"Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC05_MOE_VC13,"Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC06_EST_VC13,"Percent Female; Estimate; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC06_MOE_VC13,"Percent Female; Margin of Error; FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS - $100,000 or more"
HC01_EST_VC15,"Total; Estimate; Median earnings (dollars) for full-time, year-round workers with earnings"
HC01_MOE_VC15,"Total; Margin of Error; Median earnings (dollars) for full-time, year-round workers with earnings"
HC02_EST_VC15,"Percent; Estimate; Median earnings (dollars) for full-time, year-round workers with earnings"
HC02_MOE_VC15,"Percent; Margin of Error; Median earnings (dollars) for full-time, year-round workers with earnings"
HC03_EST_VC15,"Male; Estimate; Median earnings (dollars) for full-time, year-round workers with earnings"
HC03_MOE_VC15,"Male; Margin of Error; Median earnings (dollars) for full-time, year-round workers with earnings"
HC04_EST_VC15,"Percent Male; Estimate; Median earnings (dollars) for full-time, year-round workers with earnings"
HC04_MOE_VC15,"Percent Male; Margin of Error; Median earnings (dollars) for full-time, year-round workers with earnings"
HC05_EST_VC15,"Female; Estimate; Median earnings (dollars) for full-time, year-round workers with earnings"
HC05_MOE_VC15,"Female; Margin of Error; Median earnings (dollars) for full-time, year-round workers with earnings"
HC06_EST_VC15,"Percent Female; Estimate; Median earnings (dollars) for full-time, year-round workers with earnings"
HC06_MOE_VC15,"Percent Female; Margin of Error; Median earnings (dollars) for full-time, year-round workers with earnings"
HC01_EST_VC16,"Total; Estimate; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC01_MOE_VC16,"Total; Margin of Error; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC02_EST_VC16,"Percent; Estimate; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC02_MOE_VC16,"Percent; Margin of Error; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC03_EST_VC16,"Male; Estimate; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC03_MOE_VC16,"Male; Margin of Error; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC04_EST_VC16,"Percent Male; Estimate; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC04_MOE_VC16,"Percent Male; Margin of Error; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC05_EST_VC16,"Female; Estimate; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC05_MOE_VC16,"Female; Margin of Error; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC06_EST_VC16,"Percent Female; Estimate; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC06_MOE_VC16,"Percent Female; Margin of Error; Mean earnings (dollars) for full-time, year-round workers with earnings"
HC01_EST_VC19,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC01_MOE_VC19,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC02_EST_VC19,Percent; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC02_MOE_VC19,Percent; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC03_EST_VC19,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC03_MOE_VC19,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC04_EST_VC19,Percent Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC04_MOE_VC19,Percent Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC05_EST_VC19,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC05_MOE_VC19,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC06_EST_VC19,Percent Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC06_MOE_VC19,Percent Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings
HC01_EST_VC20,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC01_MOE_VC20,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC02_EST_VC20,Percent; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC02_MOE_VC20,Percent; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC03_EST_VC20,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC03_MOE_VC20,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC04_EST_VC20,Percent Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC04_MOE_VC20,Percent Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC05_EST_VC20,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC05_MOE_VC20,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC06_EST_VC20,Percent Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC06_MOE_VC20,Percent Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate
HC01_EST_VC21,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC01_MOE_VC21,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC02_EST_VC21,Percent; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC02_MOE_VC21,Percent; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC03_EST_VC21,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC03_MOE_VC21,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC04_EST_VC21,Percent Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC04_MOE_VC21,Percent Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC05_EST_VC21,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC05_MOE_VC21,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC06_EST_VC21,Percent Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC06_MOE_VC21,Percent Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency)
HC01_EST_VC22,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC01_MOE_VC22,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC02_EST_VC22,Percent; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC02_MOE_VC22,Percent; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC03_EST_VC22,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC03_MOE_VC22,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC04_EST_VC22,Percent Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC04_MOE_VC22,Percent Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC05_EST_VC22,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC05_MOE_VC22,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC06_EST_VC22,Percent Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC06_MOE_VC22,Percent Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree
HC01_EST_VC23,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree
HC01_MOE_VC23,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree
HC02_EST_VC23,Percent; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree
HC02_MOE_VC23,Percent; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree
HC03_EST_VC23,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree
HC03_MOE_VC23,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree
